1	2	1
2	2	1
3	7	1
4	2	1
5	2	1
6	1	1
7	1	1
8	2	1
9	2	1
10	2	1
11	2	1
12	2	1
13	2	1
14	2	1
15	2	1
16	2	1
17	2	1
18	2	1
19	2	1
20	7	1
21	2	1
22	2	1
23	2	1
24	1	1
25	1	1
26	1	1
27	1	1
28	2	1
29	1	1
30	2	1
31	1	1
32	2	1
33	1	1
34	1	1
35	2	1
36	2	1
37	7	1
38	2	1
39	2	1
40	2	1
41	1	1
42	1	1
43	1	1
44	2	1
45	1	1
46	2	1
47	1	1
48	2	1
49	7	1
50	2	1
51	2	1
52	2	1
53	2	1
54	2	1
55	2	1
56	2	1
57	7	1
58	2	1
59	2	1
60	1	1
61	2	1
62	7	1
63	7	1
64	1	1
65	2	1
66	2	1
67	2	1
68	7	1
69	2	1
70	2	1
71	1	1
72	1	1
73	1	1
74	1	1
75	1	1
76	2	1
77	1	1
78	2	1
79	1	1
80	2	1
81	2	1
82	7	1
83	7	1
84	7	1
85	7	1
86	7	1
87	2	1
88	1	1
1	2	2
2	2	2
3	7	2
4	2	2
5	2	2
6	1	2
7	2	2
8	7	2
9	2	2
10	7	2
11	2	2
12	2	2
13	2	2
14	1	2
15	2	2
16	7	2
17	2	2
18	2	2
19	2	2
20	2	2
21	2	2
22	2	2
23	2	2
24	1	2
25	2	2
26	1	2
27	1	2
28	2	2
29	1	2
30	2	2
31	1	2
32	2	2
33	1	2
34	1	2
35	2	2
36	2	2
37	1	2
38	2	2
39	1	2
40	2	2
41	1	2
42	2	2
43	1	2
44	2	2
45	1	2
46	2	2
47	1	2
48	2	2
49	2	2
50	2	2
51	1	2
52	2	2
53	2	2
54	2	2
55	2	2
56	2	2
57	2	2
58	1	2
59	2	2
60	1	2
61	2	2
62	2	2
63	2	2
64	1	2
65	2	2
66	2	2
67	2	2
68	2	2
69	2	2
70	2	2
71	2	2
72	2	2
73	1	2
74	1	2
75	2	2
76	2	2
77	2	2
78	2	2
79	1	2
80	2	2
81	7	2
82	7	2
83	7	2
84	2	2
85	2	2
86	7	2
87	2	2
88	1	2
1	2	3
2	2	3
3	2	3
4	7	3
5	2	3
6	2	3
7	2	3
8	7	3
9	7	3
10	2	3
11	2	3
12	2	3
13	2	3
14	2	3
15	2	3
16	7	3
17	2	3
18	2	3
19	2	3
20	1	3
21	2	3
22	2	3
23	2	3
24	2	3
25	2	3
26	1	3
27	1	3
28	2	3
29	1	3
30	2	3
31	1	3
32	2	3
33	2	3
34	2	3
35	7	3
36	2	3
37	2	3
38	2	3
39	2	3
40	2	3
41	1	3
42	2	3
43	1	3
44	2	3
45	1	3
46	2	3
47	2	3
48	2	3
49	2	3
50	7	3
51	7	3
52	7	3
53	2	3
54	7	3
55	2	3
56	7	3
57	2	3
58	1	3
59	2	3
60	1	3
61	2	3
62	2	3
63	2	3
64	7	3
65	2	3
66	2	3
67	1	3
68	2	3
69	2	3
70	2	3
71	2	3
72	2	3
73	2	3
74	2	3
75	2	3
76	2	3
77	2	3
78	2	3
79	2	3
80	7	3
81	7	3
82	7	3
83	7	3
84	2	3
85	2	3
86	2	3
87	2	3
88	2	3
1	2	4
2	2	4
3	7	4
4	2	4
5	2	4
6	2	4
7	2	4
8	1	4
9	1	4
10	1	4
11	2	4
12	7	4
13	2	4
14	2	4
15	2	4
16	7	4
17	2	4
18	2	4
19	2	4
20	2	4
21	2	4
22	1	4
23	2	4
24	2	4
25	2	4
26	2	4
27	1	4
28	2	4
29	2	4
30	2	4
31	1	4
32	2	4
33	2	4
34	2	4
35	7	4
36	2	4
37	2	4
38	2	4
39	1	4
40	7	4
41	2	4
42	2	4
43	2	4
44	2	4
45	2	4
46	2	4
47	2	4
48	2	4
49	1	4
50	7	4
51	2	4
52	2	4
53	2	4
54	2	4
55	2	4
56	7	4
57	7	4
58	1	4
59	2	4
60	2	4
61	2	4
62	2	4
63	2	4
64	7	4
65	7	4
66	2	4
67	2	4
68	2	4
69	2	4
70	2	4
71	2	4
72	2	4
73	2	4
74	2	4
75	2	4
76	2	4
77	2	4
78	2	4
79	2	4
80	7	4
81	7	4
82	7	4
83	7	4
84	7	4
85	7	4
86	2	4
87	2	4
88	2	4
1	2	5
2	2	5
3	7	5
4	1	5
5	1	5
6	1	5
7	7	5
8	2	5
9	2	5
10	2	5
11	2	5
12	2	5
13	2	5
14	2	5
15	7	5
16	7	5
17	2	5
18	2	5
19	1	5
20	2	5
21	2	5
22	2	5
23	2	5
24	2	5
25	2	5
26	1	5
27	7	5
28	2	5
29	2	5
30	2	5
31	2	5
32	2	5
33	2	5
34	7	5
35	7	5
36	2	5
37	2	5
38	2	5
39	1	5
40	2	5
41	2	5
42	2	5
43	2	5
44	2	5
45	1	5
46	2	5
47	1	5
48	2	5
49	2	5
50	2	5
51	2	5
52	2	5
53	2	5
54	2	5
55	2	5
56	2	5
57	2	5
58	2	5
59	2	5
60	2	5
61	2	5
62	2	5
63	2	5
64	2	5
65	7	5
66	2	5
67	2	5
68	2	5
69	2	5
70	2	5
71	7	5
72	2	5
73	2	5
74	2	5
75	7	5
76	1	5
77	2	5
78	2	5
79	7	5
80	2	5
81	7	5
82	7	5
83	7	5
84	7	5
85	7	5
86	7	5
87	7	5
88	7	5
1	2	6
2	2	6
3	7	6
4	1	6
5	1	6
6	1	6
7	2	6
8	2	6
9	2	6
10	2	6
11	2	6
12	2	6
13	2	6
14	2	6
15	2	6
16	7	6
17	2	6
18	2	6
19	2	6
20	2	6
21	2	6
22	2	6
23	2	6
24	1	6
25	2	6
26	7	6
27	1	6
28	2	6
29	1	6
30	2	6
31	7	6
32	7	6
33	2	6
34	7	6
35	7	6
36	2	6
37	2	6
38	2	6
39	2	6
40	2	6
41	2	6
42	7	6
43	1	6
44	2	6
45	2	6
46	2	6
47	1	6
48	2	6
49	7	6
50	2	6
51	2	6
52	2	6
53	2	6
54	2	6
55	2	6
56	7	6
57	7	6
58	2	6
59	2	6
60	2	6
61	2	6
62	2	6
63	2	6
64	2	6
65	2	6
66	2	6
67	2	6
68	2	6
69	2	6
70	2	6
71	2	6
72	2	6
73	2	6
74	7	6
75	2	6
76	2	6
77	2	6
78	7	6
79	7	6
80	7	6
81	7	6
82	7	6
83	2	6
84	2	6
85	2	6
86	2	6
87	2	6
88	2	6
1	2	7
2	2	7
3	7	7
4	1	7
5	2	7
6	1	7
7	2	7
8	1	7
9	2	7
10	1	7
11	1	7
12	2	7
13	2	7
14	2	7
15	2	7
16	2	7
17	2	7
18	2	7
19	2	7
20	2	7
21	7	7
22	1	7
23	2	7
24	1	7
25	1	7
26	1	7
27	1	7
28	2	7
29	2	7
30	7	7
31	2	7
32	2	7
33	2	7
34	2	7
35	2	7
36	2	7
