1	77	1
2	77	1
3	48.1	1
4	93	1
5	93	1
6	90.3	1
7	72	1
8	81	1
9	79.9	1
10	75	1
11	70	1
12	75	1
13	79.1	1
14	68	1
15	64.4	1
16	68	1
17	86	1
18	86	1
19	70	1
20	76	1
21	84	1
22	68.8	1
23	75	1
24	75	1
25	70	1
26	72	1
27	80.4	1
28	77	1
29	75	1
30	75	1
31	66	1
32	70.5	1
33	77	1
34	73	1
35	69.8	1
36	73.1	1
37	67.1	1
38	66	1
39	66	1
40	75	1
41	77	1
42	75	1
43	75.1	1
44	73	1
45	77	1
46	77	1
47	82	1
48	70.7	1
49	66	1
50	68	1
51	65	1
52	73.3	1
53	63.3	1
54	68.0	1
55	64	1
56	70	1
57	73.0	1
58	64	1
59	66	1
60	77	1
61	76.8	1
62	61	1
63	59	1
64	67.6	1
65	64	1
66	73	1
67	77.6	1
68	76	1
69	75	1
70	80.2	1
71	73.2	1
72	72	1
73	83.3	1
74	85.4	1
75	82.0	1
76	81	1
77	81	1
78	81	1
79	81.1	1
80	66	1
81	68	1
82	72	1
83	70	1
84	59	1
85	57.7	1
86	61	1
87	72	1
88	80.4	1
1	77.2	2
2	73	2
3	52	2
4	91	2
5	91	2
6	88.1	2
7	75	2
8	69.2	2
9	71.5	2
10	69	2
11	64	2
12	72	2
13	77.1	2
14	63	2
15	63.1	2
16	63.1	2
17	84	2
18	79.2	2
19	73	2
20	79	2
21	84.9	2
22	55.4	2
23	70.2	2
24	72	2
25	74.7	2
26	70	2
27	75.0	2
28	73	2
29	75	2
30	79	2
31	73.9	2
32	78.8	2
33	79.5	2
34	77	2
35	64	2
36	61.1	2
37	62.8	2
38	70	2
39	70	2
40	73	2
41	73	2
42	78	2
43	73.6	2
44	75	2
45	79	2
46	77	2
47	82.7	2
48	57	2
49	63	2
50	64	2
51	61	2
52	77.1	2
53	70	2
54	63	2
55	66	2
56	63	2
57	66.2	2
58	68	2
59	70	2
60	77.4	2
61	79.0	2
62	54	2
63	56	2
64	61	2
65	66.6	2
66	63	2
67	77	2
68	77	2
69	75	2
70	77	2
71	78.8	2
72	79	2
73	82	2
74	83.1	2
75	85.0	2
76	86.4	2
77	84	2
78	81	2
79	82	2
80	72	2
81	63	2
82	64.6	2
83	65.1	2
84	57	2
85	52	2
86	56.0	2
87	70	2
88	80.6	2
1	79	3
2	79.5	3
3	51.2	3
4	84	3
5	82.0	3
6	84.7	3
7	77.5	3
8	66	3
9	68	3
10	68	3
11	66	3
12	59	3
13	63	3
14	63	3
15	64.2	3
16	61	3
17	86	3
18	86	3
19	79	3
20	81	3
21	84.2	3
22	62.6	3
23	75	3
24	79	3
25	79	3
26	72.8	3
27	77.2	3
28	77	3
29	79	3
30	81	3
31	72	3
32	75	3
33	83.5	3
34	79	3
35	61	3
36	61	3
37	58.5	3
38	72	3
39	70	3
40	79	3
41	77	3
42	82	3
43	77	3
44	79	3
45	81	3
46	81	3
47	67.1	3
48	57	3
49	61	3
50	63	3
51	61	3
52	73.6	3
53	69.1	3
54	63	3
55	64	3
56	61	3
57	63	3
58	70	3
59	72.3	3
60	79	3
61	81	3
62	57.2	3
63	60	3
64	55	3
65	70	3
66	64.2	3
67	79	3
68	79	3
69	79	3
70	81	3
71	79.3	3
72	81	3
73	82	3
74	84	3
75	85.1	3
76	84.9	3
77	86	3
78	82	3
79	84.2	3
80	61	3
81	61	3
82	74	3
83	73	3
84	58.6	3
85	55	3
86	59	3
87	70	3
88	72	3
1	81	4
2	82.2	4
3	40	4
4	72	4
5	73	4
6	70	4
7	81	4
8	72	4
9	70.4	4
10	73	4
11	70	4
12	61	4
13	63	4
14	70	4
15	68.5	4
16	64	4
17	88	4
18	85.9	4
19	81	4
20	84	4
21	88	4
22	57	4
23	75	4
24	81	4
25	79	4
26	73	4
27	75	4
28	73	4
29	75	4
30	81	4
31	75	4
32	82.6	4
33	87.3	4
34	81	4
35	68	4
36	65.8	4
37	72.0	4
38	73	4
39	72	4
40	73	4
41	73.0	4
42	81	4
43	75.3	4
44	81	4
45	79	4
46	79	4
47	69.2	4
48	61.6	4
49	72	4
50	67	4
51	66.3	4
52	58.0	4
53	72.1	4
54	66	4
55	66	4
56	66.6	4
57	73	4
58	73	4
59	76.2	4
60	82	4
61	81	4
62	63	4
63	62	4
64	61	4
65	63.5	4
66	68	4
67	81	4
68	82	4
69	75	4
70	86.9	4
71	83.1	4
72	82	4
73	85.1	4
74	84.8	4
75	85.0	4
76	81	4
77	86	4
78	81.7	4
79	85.1	4
80	57	4
81	64	4
82	69	4
83	70	4
84	59.7	4
85	55	4
86	57.0	4
87	72	4
88	79.9	4
1	84.2	5
2	83.1	5
3	47	5
4	77.8	5
5	79	5
6	79.6	5
7	79	5
8	74	5
9	71.6	5
10	73	5
11	57	5
12	55	5
13	56.2	5
14	70.3	5
15	72	5
16	68	5
17	86	5
18	87.3	5
19	79	5
20	84	5
21	87.8	5
22	61	5
23	73.3	5
24	73.6	5
25	79	5
26	77.0	5
27	73.2	5
28	72	5
29	75	5
30	74.8	5
31	79	5
32	79	5
33	90.7	5
34	83.1	5
35	70	5
36	61	5
37	57.2	5
38	77	5
39	75	5
40	73	5
41	73.0	5
42	84	5
43	75	5
44	75	5
45	70	5
46	73	5
47	72.7	5
48	64	5
49	61	5
50	73	5
51	72	5
52	64	5
53	77.4	5
54	72	5
55	73	5
56	68	5
57	72	5
58	73	5
59	72	5
60	82.2	5
61	79	5
62	58.0	5
63	58	5
64	75.6	5
65	72	5
66	64	5
67	78.0	5
68	81	5
69	59.3	5
70	81	5
71	77.9	5
72	81	5
73	86	5
74	91	5
75	90.9	5
76	79	5
77	90	5
78	79	5
79	89.9	5
80	66	5
81	66	5
82	72.4	5
83	74	5
84	55	5
85	54	5
86	58	5
87	66.0	5
88	68.7	5
1	86.9	6
2	83	6
3	52	6
4	83.8	6
5	84	6
6	84.8	6
7	79	6
8	72.0	6
9	69.0	6
10	70	6
11	63	6
12	55.6	6
13	63	6
14	63	6
15	64.9	6
16	64	6
17	84	6
18	85.3	6
19	77	6
20	81	6
21	87.3	6
22	63	6
23	67.4	6
24	70	6
25	75	6
26	71.8	6
27	63	6
28	66	6
29	70	6
30	72	6
31	77	6
32	78.1	6
33	88.9	6
34	75	6
35	70	6
36	61.5	6
37	57.1	6
38	68	6
39	70	6
40	59	6
41	59	6
42	82.8	6
43	70	6
44	72	6
45	68	6
46	68	6
47	77	6
48	61.7	6
49	57.4	6
50	68	6
51	65.0	6
52	73	6
53	69.8	6
54	64.8	6
55	70	6
56	67.1	6
57	72	6
58	68	6
59	70	6
60	70.9	6
